rating,location,amount,ratings,deskripsiRating,jumlahReviews,Fasilitas_Restaurant,Fasilitas_BAR,Fasilitas_Internet,Fasilitas_GYM,Fasilitas_SwimmingPool
7.3 Very GoodFrom 23 reviews,Stokol,28000,7.3,Very Good,23,True,True,False,True,True
9.4 ExcellentFrom 3 reviews,Stokol,20000,9.4,Excellent,3,True,True,False,False,False
5.5 GoodFrom 3 reviews,Stokol,10000,5.5,Good,3,True,True,False,False,False
,Uberlandia,4000,,,,True,True,False,False,False
,Wanderland,4000,,,,True,True,False,False,False
6.0 Very GoodFrom 3 reviews,Willsmian,8000,6.0,Very Good,3,True,True,False,False,False
8.1 ExcellentFrom 6 reviews,Willsmian,82400,8.1,Excellent,6,True,True,False,False,False
10.0 ExcellentFrom 2 reviews,Willsmian,25000,10.0,Excellent,2,True,True,True,False,True
7.9 Very GoodFrom 12 reviews,Hallerson,25000,7.9,Very Good,12,False,True,False,False,False
7.4 Very GoodFrom 28 reviews,Andeman,40000,7.4,Very Good,28,True,True,True,True,False
7.4 Very GoodFrom 145 reviews,Machlessvile,17000,7.4,Very Good,145,True,True,True,False,True
5.0 GoodFrom 10 reviews,Uberlandia,35000,5.0,Good,10,True,True,True,True,True
,Stokol,7125,,,,True,True,False,True,True
,Wanderland,3040,,,,,,,,
7.9 Very GoodFrom 3 reviews,Willsmian,15000,7.9,Very Good,3,False,True,False,False,False
6.0 Very GoodFrom 1 review,Uberlandia,7900,6.0,Very Good,1,True,True,False,False,False
7.3 Very GoodFrom 13 reviews,Uberlandia,7000,7.3,Very Good,13,True,True,False,False,False
7.3 Very GoodFrom 25 reviews,Hallerson,20000,7.3,Very Good,25,True,False,True,False,True
7.8 Very GoodFrom 2 reviews,Machlessvile,11000,7.8,Very Good,2,True,True,False,False,False
7.8 Very GoodFrom 4 reviews,Ubisville,10000,7.8,Very Good,4,True,True,False,False,False
8.8 ExcellentFrom 6 reviews,Uberlandia,12500,8.8,Excellent,6,True,True,False,False,False
8.1 ExcellentFrom 3 reviews,Ubisville,8000,8.1,Excellent,3,True,True,True,False,False
4.0 GoodFrom 8 reviews,Ubisville,2500,4.0,Good,8,True,True,False,False,False
,Wanderland,5000,,,,False,True,False,False,False
7.6 Very GoodFrom 2 reviews,Stokol,10000,7.6,Very Good,2,True,True,False,False,False
5.8 GoodFrom 2 reviews,Willsmian,25000,5.8,Good,2,False,True,False,False,False
,Hallerson,50000,,,,True,False,True,False,False
,Stokol,10000,,,,True,True,True,False,False
8.0 ExcellentFrom 2 reviews,Hallerson,15000,8.0,Excellent,2,True,True,False,False,False
,Uberlandia,19550,,,,True,True,True,False,True
5.7 GoodFrom 37 reviews,Stokol,30000,5.7,Good,37,True,True,False,True,True
8.6 ExcellentFrom 6 reviews,Machlessvile,23000,8.6,Excellent,6,True,True,False,True,True
,Hallerson,3500,,,,False,True,False,False,False
6.4 Very GoodFrom 4 reviews,Stokol,18000,6.4,Very Good,4,True,False,False,False,True
8.0 ExcellentFrom 9 reviews,Wanderland,25000,8.0,Excellent,9,True,True,False,False,True
7.9 Very GoodFrom 6 reviews,Uberlandia,9000,7.9,Very Good,6,True,True,False,False,True
,Wanderland,2000,,,,True,False,False,False,False
7.4 Very GoodFrom 4 reviews,Willsmian,15000,7.4,Very Good,4,True,True,False,False,False
,Hallerson,4200,,,,,,,,
,Hallerson,5000,,,,,,,,
7.5 Very GoodFrom 35 reviews,Andeman,67000,7.5,Very Good,35,True,True,True,False,True
7.0 Very GoodFrom 6 reviews,Willsmian,45000,7.0,Very Good,6,False,True,True,False,True
3.7 FairFrom 2 reviews,Andeman,45000,3.7,Fair,2,True,True,False,True,True
8.0 ExcellentFrom 34 reviews,Andeman,23000,8.0,Excellent,34,True,False,False,False,True
8.1 ExcellentFrom 4 reviews,Hallerson,30500,8.1,Excellent,4,True,True,True,False,False
7.0 Very GoodFrom 6 reviews,Andeman,32000,7.0,Very Good,6,True,True,False,True,True
5.7 GoodFrom 6 reviews,Stokol,7350,5.7,Good,6,True,True,False,True,False
,Stokol,4000,,,,True,True,False,False,False
6.6 Very GoodFrom 14 reviews,Willsmian,11000,6.6,Very Good,14,False,True,True,False,False
6.4 Very GoodFrom 5 reviews,Uberlandia,6000,6.4,Very Good,5,True,True,False,False,False
6.4 Very GoodFrom 40 reviews,Andeman,14000,6.4,Very Good,40,False,True,True,True,True
6.2 Very GoodFrom 30 reviews,Andeman,17999,6.2,Very Good,30,True,False,False,True,True
7.1 Very GoodFrom 8 reviews,Ubisville,6600,7.1,Very Good,8,True,True,False,True,False
6.9 Very GoodFrom 6 reviews,Hallerson,17200,6.9,Very Good,6,True,True,False,True,False
,Uberlandia,14000,,,,True,False,False,False,False
7.1 Very GoodFrom 7 reviews,Hallerson,12500,7.1,Very Good,7,True,True,False,False,True
5.6 GoodFrom 1 review,Hallerson,15500,5.6,Good,1,True,False,False,True,False
6.3 Very GoodFrom 17 reviews,Willsmian,7000,6.3,Very Good,17,True,True,False,False,False
8.2 ExcellentFrom 5 reviews,Wanderland,3000,8.2,Excellent,5,True,True,False,False,False
6.7 Very GoodFrom 27 reviews,Ubisville,12000,6.7,Very Good,27,False,True,True,False,False
7.8 Very GoodFrom 5 reviews,Wanderland,25000,7.8,Very Good,5,True,True,True,False,True
5.4 GoodFrom 13 reviews,Wanderland,4000,5.4,Good,13,False,False,True,False,False
8.8 ExcellentFrom 36 reviews,Willsmian,25000,8.8,Excellent,36,False,True,False,False,True
10.0 ExcellentFrom 1 review,Hallerson,30000,10.0,Excellent,1,True,True,True,False,False
7.0 Very GoodFrom 6 reviews,Machlessvile,45000,7.0,Very Good,6,False,True,True,False,True
,Andeman,6000,,,,False,True,False,False,False
9.1 ExcellentFrom 12 reviews,Willsmian,37200,9.1,Excellent,12,True,False,True,False,True
,Wanderland,2300,,,,True,False,False,False,False
7.2 Very GoodFrom 2 reviews,Andeman,3000,7.2,Very Good,2,True,True,False,False,False
6.5 Very GoodFrom 32 reviews,Uberlandia,15000,6.5,Very Good,32,True,True,False,True,False
8.8 ExcellentFrom 1 review,Stokol,20000,8.8,Excellent,1,,,,,
5.0 GoodFrom 2 reviews,Uberlandia,15000,5.0,Good,2,True,False,True,False,True
,Stokol,7000,,,,True,False,False,False,False
7.1 Very GoodFrom 4 reviews,Wanderland,7500,7.1,Very Good,4,True,True,True,False,False
7.0 Very GoodFrom 7 reviews,Andeman,14000,7.0,Very Good,7,True,True,False,False,False
7.2 Very GoodFrom 38 reviews,Machlessvile,19000,7.2,Very Good,38,True,True,False,True,True
10.0 ExcellentFrom 1 review,Andeman,13225,10.0,Excellent,1,True,True,False,False,False
6.4 Very GoodFrom 3 reviews,Hallerson,10000,6.4,Very Good,3,True,True,False,False,False
7.7 Very GoodFrom 6 reviews,Andeman,44203,7.7,Very Good,6,True,True,True,True,True
,Hallerson,38500,,,,,,,,
,Andeman,2000,,,,,,,,
7.2 Very GoodFrom 12 reviews,Machlessvile,9000,7.2,Very Good,12,True,False,False,False,False
7.2 Very GoodFrom 30 reviews,Wanderland,20000,7.2,Very Good,30,True,False,True,False,False
7.6 Very GoodFrom 13 reviews,Hallerson,20000,7.6,Very Good,13,True,True,False,True,True
,Stokol,12500,,,,,,,,
8.1 ExcellentFrom 32 reviews,Uberlandia,92000,8.1,Excellent,32,True,True,False,False,False
,Machlessvile,4500,,,,,,,,
8.1 ExcellentFrom 57 reviews,Uberlandia,21500,8.1,Excellent,57,False,False,True,False,False
6.5 Very GoodFrom 32 reviews,Uberlandia,15000,6.5,Very Good,32,True,True,True,True,False
,Willsmian,30000,,,,True,True,False,True,True
,Uberlandia,3500,,,,,,,,
7.1 Very GoodFrom 3 reviews,Wanderland,8000,7.1,Very Good,3,False,True,False,False,False
8.1 ExcellentFrom 32 reviews,Andeman,92000,8.1,Excellent,32,True,True,True,False,False
8.2 ExcellentFrom 7 reviews,Stokol,4000,8.2,Excellent,7,True,False,False,False,False
8.0 ExcellentFrom 6 reviews,Ubisville,12000,8.0,Excellent,6,True,True,False,False,True
,Machlessvile,4000,,,,,,,,
,Uberlandia,4200,,,,,,,,
8.8 ExcellentFrom 36 reviews,Wanderland,25000,8.8,Excellent,36,False,True,False,False,True
7.7 Very GoodFrom 36 reviews,Andeman,30000,7.7,Very Good,36,True,True,False,False,False
,Hallerson,6000,,,,True,True,False,False,False
6.9 Very GoodFrom 3 reviews,Stokol,2500,6.9,Very Good,3,True,True,False,False,False
,Stokol,3000,,,,True,True,False,False,False
8.8 ExcellentFrom 2 reviews,Uberlandia,20000,8.8,Excellent,2,False,True,True,False,False
,Stokol,64600,,,,False,False,True,True,True
5.6 GoodFrom 1 review,Willsmian,15500,5.6,Good,1,True,False,False,True,False
8.0 ExcellentFrom 2 reviews,Andeman,5000,8.0,Excellent,2,True,True,False,False,False
,Hallerson,3600,,,,True,True,False,False,False
8.6 ExcellentFrom 2 reviews,Ubisville,9000,8.6,Excellent,2,True,True,True,False,False
,Uberlandia,10000,,,,True,True,True,True,False
,Andeman,2000,,,,True,True,False,False,False
6.9 Very GoodFrom 23 reviews,Uberlandia,17000,6.9,Very Good,23,True,True,False,True,True
,Willsmian,2000,,,,,,,,
8.0 ExcellentFrom 7 reviews,Uberlandia,10000,8.0,Excellent,7,True,True,False,False,False
8.8 ExcellentFrom 1 review,Hallerson,20000,8.8,Excellent,1,,,,,
7.1 Very GoodFrom 3 reviews,Stokol,8000,7.1,Very Good,3,False,True,False,False,False
,Willsmian,7000,,,,True,True,True,False,False
8.3 ExcellentFrom 4 reviews,Wanderland,35000,8.3,Excellent,4,,,,,
,Andeman,1700,,,,True,True,False,False,False
8.7 ExcellentFrom 15 reviews,Hallerson,35000,8.7,Excellent,15,True,True,False,False,True
,Andeman,15000,,,,True,True,False,False,True
6.4 Very GoodFrom 5 reviews,Hallerson,6000,6.4,Very Good,5,True,True,False,False,False
7.1 Very GoodFrom 12 reviews,Andeman,20000,7.1,Very Good,12,True,False,False,False,False
8.0 ExcellentFrom 9 reviews,Stokol,25000,8.0,Excellent,9,True,True,False,False,True
,Wanderland,25000,,,,False,True,False,False,False
10.0 ExcellentFrom 1 review,Andeman,36000,10.0,Excellent,1,True,True,False,True,True
8.4 ExcellentFrom 10 reviews,Machlessvile,25800,8.4,Excellent,10,True,True,True,True,False
6.2 Very GoodFrom 2 reviews,Andeman,3500,6.2,Very Good,2,,,,,
5.2 GoodFrom 3 reviews,Hallerson,26875,5.2,Good,3,True,True,True,True,True
7.4 Very GoodFrom 18 reviews,Ubisville,15000,7.4,Very Good,18,True,True,False,False,False
,Stokol,3600,,,,True,True,False,False,False
,Machlessvile,4500,,,,False,True,False,False,False
5.2 GoodFrom 28 reviews,Wanderland,40326,5.2,Good,28,True,True,False,False,True
7.0 Very GoodFrom 23 reviews,Uberlandia,20000,7.0,Very Good,23,True,True,True,False,False
9.1 ExcellentFrom 3 reviews,Machlessvile,25000,9.1,Excellent,3,True,False,True,True,True
9.8 ExcellentFrom 4 reviews,Andeman,64800,9.8,Excellent,4,True,True,True,False,True
9.2 ExcellentFrom 1 review,Stokol,7800,9.2,Excellent,1,,,,,
8.8 ExcellentFrom 1 review,Stokol,8000,8.8,Excellent,1,True,False,False,False,True
8.1 ExcellentFrom 31 reviews,Wanderland,14000,8.1,Excellent,31,True,True,True,False,False
7.4 Very GoodFrom 5 reviews,Andeman,15000,7.4,Very Good,5,True,True,False,False,False
7.0 Very GoodFrom 23 reviews,Machlessvile,20000,7.0,Very Good,23,True,True,False,False,False
7.2 Very GoodFrom 2 reviews,Wanderland,56000,7.2,Very Good,2,True,True,False,False,False
From 1 review,Willsmian,7500,,,1,True,True,False,False,False
7.2 Very GoodFrom 12 reviews,Uberlandia,9000,7.2,Very Good,12,True,False,False,False,False
,Wanderland,2500,,,,,,,,
8.3 ExcellentFrom 6 reviews,Willsmian,25000,8.3,Excellent,6,True,True,False,True,True
7.8 Very GoodFrom 14 reviews,Stokol,30000,7.8,Very Good,14,True,True,False,True,True
5.6 GoodFrom 50 reviews,Uberlandia,5000,5.6,Good,50,True,True,True,False,False
8.1 ExcellentFrom 6 reviews,Stokol,82400,8.1,Excellent,6,True,True,False,False,False
8.1 ExcellentFrom 3 reviews,Stokol,8000,8.1,Excellent,3,True,True,True,False,False
8.4 ExcellentFrom 4 reviews,Ubisville,15000,8.4,Excellent,4,True,False,False,False,False
8.8 ExcellentFrom 1 review,Ubisville,8000,8.8,Excellent,1,True,False,False,False,True
,Stokol,2000,,,,,,,,
8.7 ExcellentFrom 15 reviews,Stokol,35000,8.7,Excellent,15,True,True,False,False,True
9.5 ExcellentFrom 6 reviews,Andeman,72500,9.5,Excellent,6,True,True,False,False,False
,Willsmian,3200,,,,,,,,
7.2 Very GoodFrom 4 reviews,Stokol,69569,7.2,Very Good,4,True,True,True,True,True
6.5 Very GoodFrom 2 reviews,Wanderland,5200,6.5,Very Good,2,True,False,False,False,False
6.4 Very GoodFrom 5 reviews,Willsmian,6000,6.4,Very Good,5,True,True,False,False,False
9.8 ExcellentFrom 4 reviews,Stokol,64800,9.8,Excellent,4,True,True,False,False,True
6.9 Very GoodFrom 7 reviews,Andeman,10000,6.9,Very Good,7,True,True,True,True,True
7.9 Very GoodFrom 12 reviews,Andeman,25000,7.9,Very Good,12,False,True,False,False,False
8.0 ExcellentFrom 1 review,Uberlandia,7000,8.0,Excellent,1,True,True,False,False,False
8.8 ExcellentFrom 8 reviews,Willsmian,66500,8.8,Excellent,8,True,True,False,True,True
7.3 Very GoodFrom 41 reviews,Willsmian,11000,7.3,Very Good,41,True,True,False,False,True
7.5 Very GoodFrom 9 reviews,Andeman,25250,7.5,Very Good,9,True,True,True,True,False
,Machlessvile,25000,,,,False,False,True,False,False
,Willsmian,64600,,,,False,False,True,True,True
7.5 Very GoodFrom 4 reviews,Hallerson,10500,7.5,Very Good,4,True,False,True,False,False
7.1 Very GoodFrom 12 reviews,Hallerson,20000,7.1,Very Good,12,True,False,False,False,False
8.1 ExcellentFrom 18 reviews,Machlessvile,15500,8.1,Excellent,18,True,True,False,False,False
9.5 ExcellentFrom 6 reviews,Stokol,72500,9.5,Excellent,6,True,True,True,False,False
,Stokol,6000,,,,False,True,False,False,False
6.0 Very GoodFrom 1 review,Wanderland,7900,6.0,Very Good,1,True,True,False,False,False
,Andeman,2500,,,,,,,,
8.6 ExcellentFrom 4 reviews,Uberlandia,12800,8.6,Excellent,4,False,True,False,True,True
7.1 Very GoodFrom 3 reviews,Andeman,8000,7.1,Very Good,3,False,True,False,False,False
4.9 GoodFrom 4 reviews,Ubisville,6000,4.9,Good,4,True,False,False,False,False
5.7 GoodFrom 37 reviews,Uberlandia,30000,5.7,Good,37,True,True,False,True,True
,Uberlandia,7452,,,,True,True,False,False,False
7.4 Very GoodFrom 40 reviews,Andeman,13000,7.4,Very Good,40,False,True,True,False,False
8.2 ExcellentFrom 97 reviews,Andeman,16000,8.2,Excellent,97,True,False,True,False,True
7.1 Very GoodFrom 7 reviews,Stokol,12500,7.1,Very Good,7,True,True,False,False,True
7.8 Very GoodFrom 28 reviews,Willsmian,49500,7.8,Very Good,28,True,True,True,False,True
7.4 Very GoodFrom 145 reviews,Hallerson,17000,7.4,Very Good,145,True,True,False,False,True
6.7 Very GoodFrom 29 reviews,Stokol,10000,6.7,Very Good,29,True,True,False,False,False
5.6 GoodFrom 50 reviews,Stokol,5000,5.6,Good,50,True,True,False,False,False
7.4 Very GoodFrom 12 reviews,Wanderland,20090,7.4,Very Good,12,True,True,False,False,True
,Andeman,6500,,,,True,True,True,True,True
8.7 ExcellentFrom 5 reviews,Hallerson,33000,8.7,Excellent,5,True,True,False,True,True
,Stokol,10000,,,,True,False,False,False,True
8.1 ExcellentFrom 3 reviews,Stokol,8000,8.1,Excellent,3,True,True,True,False,False
From 1 review,Machlessvile,7500,,,1,True,True,False,False,False
8.8 ExcellentFrom 1 review,Stokol,8000,8.8,Excellent,1,True,True,False,False,False
7.7 Very GoodFrom 125 reviews,Willsmian,9800,7.7,Very Good,125,True,True,False,False,False
10.0 ExcellentFrom 1 review,Stokol,20000,10.0,Excellent,1,True,True,True,False,False
7.4 Very GoodFrom 26 reviews,Andeman,10000,7.4,Very Good,26,True,True,True,False,False
8.5 ExcellentFrom 6 reviews,Hallerson,12000,8.5,Excellent,6,True,True,False,True,True
6.3 Very GoodFrom 30 reviews,Hallerson,22000,6.3,Very Good,30,True,True,True,False,False
7.9 Very GoodFrom 10 reviews,Uberlandia,59000,7.9,Very Good,10,True,True,False,False,False
8.2 ExcellentFrom 7 reviews,Stokol,6500,8.2,Excellent,7,,,,,
7.0 Very GoodFrom 23 reviews,Hallerson,20000,7.0,Very Good,23,True,True,True,False,False
6.4 Very GoodFrom 34 reviews,Andeman,5500,6.4,Very Good,34,True,True,False,False,False
8.7 ExcellentFrom 15 reviews,Machlessvile,35000,8.7,Excellent,15,True,True,True,False,True
7.8 Very GoodFrom 5 reviews,Ubisville,25000,7.8,Very Good,5,True,True,True,False,True
,Andeman,64600,,,,False,False,True,True,True
9.4 ExcellentFrom 3 reviews,Wanderland,20000,9.4,Excellent,3,True,True,False,False,False
6.1 Very GoodFrom 24 reviews,Machlessvile,5000,6.1,Very Good,24,True,False,False,False,False
7.9 Very GoodFrom 3 reviews,Wanderland,15000,7.9,Very Good,3,False,True,False,False,False
7.5 Very GoodFrom 35 reviews,Machlessvile,67000,7.5,Very Good,35,True,True,True,False,True
From 1 review,Willsmian,15000,,,1,True,True,False,False,True
8.0 ExcellentFrom 6 reviews,Uberlandia,11500,8.0,Excellent,6,True,True,False,False,False
8.1 ExcellentFrom 32 reviews,Wanderland,92000,8.1,Excellent,32,True,True,False,False,False
6.6 Very GoodFrom 4 reviews,Hallerson,7000,6.6,Very Good,4,True,True,True,False,False
6.9 Very GoodFrom 12 reviews,Uberlandia,20000,6.9,Very Good,12,False,True,True,True,True
7.2 Very GoodFrom 44 reviews,Andeman,30000,7.2,Very Good,44,True,True,True,True,False
6.9 Very GoodFrom 33 reviews,Ubisville,13975,6.9,Very Good,33,True,True,True,False,False
5.6 GoodFrom 1 review,Andeman,3000,5.6,Good,1,True,True,False,False,False
10.0 ExcellentFrom 1 review,Machlessvile,36000,10.0,Excellent,1,True,True,False,True,True
7.4 Very GoodFrom 4 reviews,Stokol,15000,7.4,Very Good,4,True,True,False,False,False
7.7 Very GoodFrom 10 reviews,Andeman,5000,7.7,Very Good,10,False,False,True,False,False
4.9 GoodFrom 30 reviews,Hallerson,19720,4.9,Good,30,True,False,True,False,False
8.5 ExcellentFrom 3 reviews,Andeman,28500,8.5,Excellent,3,True,True,True,False,False
7.9 Very GoodFrom 10 reviews,Stokol,59000,7.9,Very Good,10,True,True,True,False,False
6.0 Very GoodFrom 9 reviews,Uberlandia,35000,6.0,Very Good,9,True,True,False,True,True
9.4 ExcellentFrom 3 reviews,Machlessvile,20000,9.4,Excellent,3,True,True,False,False,False
4.9 GoodFrom 3 reviews,Andeman,9000,4.9,Good,3,True,True,False,False,False
4.9 GoodFrom 30 reviews,Uberlandia,19720,4.9,Good,30,True,False,True,False,False
9.1 ExcellentFrom 12 reviews,Andeman,37200,9.1,Excellent,12,True,False,False,False,True
5.7 GoodFrom 6 reviews,Andeman,7350,5.7,Good,6,True,True,False,True,False
,Stokol,5000,,,,True,True,False,False,False
6.4 Very GoodFrom 3 reviews,Uberlandia,10000,6.4,Very Good,3,True,True,False,False,False
,Hallerson,4025,,,,,,,,
7.6 Very GoodFrom 1 review,Ubisville,5000,7.6,Very Good,1,False,True,False,False,False
7.4 Very GoodFrom 26 reviews,Hallerson,10000,7.4,Very Good,26,True,True,False,False,False
7.6 Very GoodFrom 6 reviews,Hallerson,30000,7.6,Very Good,6,True,True,True,True,True
,Stokol,5000,,,,True,True,False,False,False
5.6 GoodFrom 50 reviews,Wanderland,5000,5.6,Good,50,True,True,True,False,False
5.6 GoodFrom 50 reviews,Andeman,5000,5.6,Good,50,True,True,True,False,False
7.7 Very GoodFrom 46 reviews,Andeman,23000,7.7,Very Good,46,True,True,True,True,True
8.8 ExcellentFrom 2 reviews,Ubisville,20000,8.8,Excellent,2,False,True,True,False,False
7.2 Very GoodFrom 25 reviews,Ubisville,15000,7.2,Very Good,25,False,True,True,False,False
6.7 Very GoodFrom 32 reviews,Willsmian,55537,6.7,Very Good,32,True,True,True,True,True
8.5 ExcellentFrom 4 reviews,Machlessvile,10000,8.5,Excellent,4,True,True,False,False,False
3.6 FairFrom 1 review,Uberlandia,2200,3.6,Fair,1,,,,,
7.8 Very GoodFrom 2 reviews,Ubisville,11000,7.8,Very Good,2,True,True,False,False,False
8.0 ExcellentFrom 25 reviews,Willsmian,25000,8.0,Excellent,25,True,True,True,False,True
6.4 Very GoodFrom 40 reviews,Uberlandia,14000,6.4,Very Good,40,False,True,True,True,True
7.8 Very GoodFrom 12 reviews,Hallerson,9000,7.8,Very Good,12,True,True,False,False,False
,Stokol,19550,,,,True,True,True,False,True
6.3 Very GoodFrom 46 reviews,Machlessvile,35000,6.3,Very Good,46,,,,,
,Hallerson,10000,,,,True,True,True,True,False
,Stokol,5000,,,,False,True,False,False,False
8.9 ExcellentFrom 19 reviews,Wanderland,35000,8.9,Excellent,19,True,True,True,True,True
6.7 Very GoodFrom 50 reviews,Ubisville,18000,6.7,Very Good,50,True,True,False,False,False
7.1 Very GoodFrom 68 reviews,Andeman,20000,7.1,Very Good,68,True,False,False,False,False
5.6 GoodFrom 1 review,Uberlandia,15500,5.6,Good,1,True,False,False,True,False
7.9 Very GoodFrom 6 reviews,Willsmian,9000,7.9,Very Good,6,True,True,False,False,True
8.4 ExcellentFrom 1 review,Willsmian,48200,8.4,Excellent,1,,,,,
,Hallerson,36000,,,,True,False,False,True,False
6.8 Very GoodFrom 94 reviews,Hallerson,17500,6.8,Very Good,94,True,True,True,False,False
7.7 Very GoodFrom 36 reviews,Stokol,30000,7.7,Very Good,36,True,True,False,False,False
6.2 Very GoodFrom 7 reviews,Willsmian,7500,6.2,Very Good,7,True,True,False,False,False
7.0 Very GoodFrom 17 reviews,Ubisville,16200,7.0,Very Good,17,True,True,False,True,True
7.5 Very GoodFrom 42 reviews,Andeman,18480,7.5,Very Good,42,True,True,True,True,True
,Willsmian,17000,,,,,,,,
7.4 Very GoodFrom 5 reviews,Uberlandia,20000,7.4,Very Good,5,False,True,True,False,False
7.4 Very GoodFrom 50 reviews,Hallerson,20000,7.4,Very Good,50,True,True,False,False,False
8.4 ExcellentFrom 4 reviews,Stokol,15000,8.4,Excellent,4,True,False,False,False,False
,Willsmian,2000,,,,True,False,False,False,False
5.6 GoodFrom 3 reviews,Stokol,14000,5.6,Good,3,,,,,
7.5 Very GoodFrom 40 reviews,Stokol,16500,7.5,Very Good,40,True,True,True,False,True
,Machlessvile,2500,,,,,,,,
7.4 Very GoodFrom 4 reviews,Uberlandia,15000,7.4,Very Good,4,True,True,False,False,False
7.1 Very GoodFrom 68 reviews,Stokol,20000,7.1,Very Good,68,True,False,False,False,False
,Wanderland,6000,,,,False,True,False,False,False
6.5 Very GoodFrom 32 reviews,Machlessvile,15000,6.5,Very Good,32,True,True,True,True,False
8.0 ExcellentFrom 4 reviews,Stokol,9000,8.0,Excellent,4,True,True,False,False,False
4.4 GoodFrom 1 review,Andeman,10000,4.4,Good,1,True,False,False,False,False
7.1 Very GoodFrom 8 reviews,Stokol,6600,7.1,Very Good,8,True,True,False,True,False
7.7 Very GoodFrom 7 reviews,Andeman,24700,7.7,Very Good,7,True,True,False,True,True
,Andeman,15000,,,,True,True,False,False,False
7.1 Very GoodFrom 10 reviews,Willsmian,11000,7.1,Very Good,10,True,True,False,False,False
6.3 Very GoodFrom 30 reviews,Andeman,22000,6.3,Very Good,30,True,True,True,False,False
8.4 ExcellentFrom 6 reviews,Andeman,10000,8.4,Excellent,6,True,True,False,False,False
8.4 ExcellentFrom 10 reviews,Stokol,25800,8.4,Excellent,10,True,True,True,True,False
8.0 ExcellentFrom 25 reviews,Uberlandia,25000,8.0,Excellent,25,True,True,True,False,True
5.6 GoodFrom 50 reviews,Hallerson,5000,5.6,Good,50,True,True,True,False,False
7.4 Very GoodFrom 145 reviews,Wanderland,17000,7.4,Very Good,145,True,True,True,False,True
6.2 Very GoodFrom 30 reviews,Uberlandia,17999,6.2,Very Good,30,True,False,False,True,True
4.0 GoodFrom 8 reviews,Stokol,2500,4.0,Good,8,True,True,False,False,False
8.3 ExcellentFrom 18 reviews,Willsmian,30000,8.3,Excellent,18,True,True,True,False,False
9.4 ExcellentFrom 2 reviews,Uberlandia,12000,9.4,Excellent,2,True,True,True,False,False
,Ubisville,29000,,,,True,False,False,False,True
5.5 GoodFrom 3 reviews,Stokol,7700,5.5,Good,3,True,True,False,True,True
8.0 ExcellentFrom 6 reviews,Andeman,12000,8.0,Excellent,6,True,True,False,False,True
6.1 Very GoodFrom 4 reviews,Hallerson,6000,6.1,Very Good,4,True,True,False,False,False
6.7 Very GoodFrom 29 reviews,Hallerson,10000,6.7,Very Good,29,True,True,False,False,False
8.5 ExcellentFrom 3 reviews,Wanderland,8000,8.5,Excellent,3,True,True,False,False,False
,Ubisville,6000,,,,True,True,True,False,False
,Andeman,9000,,,,True,True,False,False,False
,Stokol,15000,,,,True,True,True,False,False
,Hallerson,5000,,,,False,True,False,False,False
8.1 ExcellentFrom 6 reviews,Machlessvile,82400,8.1,Excellent,6,True,True,False,False,False
8.1 ExcellentFrom 18 reviews,Ubisville,15500,8.1,Excellent,18,True,True,False,False,False
,Hallerson,30000,,,,,,,,
,Hallerson,4000,,,,,,,,
,Andeman,14000,,,,True,False,False,False,False
7.0 Very GoodFrom 17 reviews,Machlessvile,16200,7.0,Very Good,17,True,True,False,True,True
,Willsmian,13160,,,,True,False,False,False,False
8.1 ExcellentFrom 32 reviews,Machlessvile,92000,8.1,Excellent,32,True,True,True,False,False
,Uberlandia,3300,,,,True,True,False,False,False
From 1 review,Stokol,15000,,,1,True,True,False,False,True
,Hallerson,3700,,,,,,,,
6.8 Very GoodFrom 21 reviews,Hallerson,8800,6.8,Very Good,21,True,True,True,False,False
8.0 ExcellentFrom 7 reviews,Andeman,44000,8.0,Excellent,7,True,False,True,False,False
5.2 GoodFrom 1 review,Andeman,7000,5.2,Good,1,False,True,False,True,False
8.2 ExcellentFrom 2 reviews,Andeman,4000,8.2,Excellent,2,True,True,False,False,False
5.6 GoodFrom 1 review,Machlessvile,3000,5.6,Good,1,True,True,False,False,False
5.8 GoodFrom 4 reviews,Andeman,3500,5.8,Good,4,True,False,False,False,False
9.6 ExcellentFrom 2 reviews,Wanderland,15000,9.6,Excellent,2,True,True,True,False,False
7.7 Very GoodFrom 8 reviews,Andeman,20000,7.7,Very Good,8,True,True,True,False,False
8.0 ExcellentFrom 3 reviews,Willsmian,11800,8.0,Excellent,3,True,True,False,False,False
8.8 ExcellentFrom 1 review,Willsmian,8000,8.8,Excellent,1,True,False,False,False,True
5.9 GoodFrom 3 reviews,Wanderland,6500,5.9,Good,3,True,False,False,False,True
,Wanderland,8500,,,,True,False,False,False,False
7.3 Very GoodFrom 25 reviews,Andeman,20000,7.3,Very Good,25,True,False,True,False,True
,Wanderland,25000,,,,False,False,False,False,True
7.3 Very GoodFrom 23 reviews,Wanderland,28000,7.3,Very Good,23,True,True,True,True,True
,Willsmian,4000,,,,,,,,
,Wanderland,10000,,,,True,True,False,True,False
,Machlessvile,1800,,,,,,,,
8.0 ExcellentFrom 7 reviews,Ubisville,44000,8.0,Excellent,7,True,False,True,False,False
,Machlessvile,4200,,,,,,,,
7.5 Very GoodFrom 8 reviews,Hallerson,16000,7.5,Very Good,8,True,True,False,False,False
7.7 Very GoodFrom 10 reviews,Uberlandia,5000,7.7,Very Good,10,False,False,True,False,False
